latitude,longitude,bright_ti4,scan,track,acq_time,satellite,confidence,bright_ti5,frp,daynight,Class
59.32055,-121.78616,326.43,0.49,0.65,1208,1,1,275.34,4.28,0,1
58.64484,-118.38664,313.04,0.65,0.73,1208,1,1,287.88,4.57,0,1
60.69983,-117.2233,316.46,0.4,0.37,1028,1,1,283.76,2.36,0,1
59.33998,-123.2491,296.86,0.4,0.37,1028,1,1,279.12,0.61,0,1
59.32874,-121.61092,335.4,0.39,0.36,1028,1,1,288.62,4.23,0,1
59.43449,-121.48447,367.0,0.38,0.36,1028,1,2,300.05,19.05,0,1
57.71542,-122.10233,302.61,0.57,0.69,1209,1,1,279.1,2.23,0,1
58.17842,-118.66373,304.39,0.56,0.69,848,1,1,288.07,1.36,0,1
58.68187,-120.74313,322.84,0.38,0.36,1028,1,1,287.18,3.93,0,1
60.11956,-112.25892,367.0,0.32,0.55,1840,1,2,313.2,12.58,1,1
58.45107,-118.21143,317.09,0.54,0.68,847,1,1,286.44,10.72,0,1
59.57683,-114.42815,355.2,0.42,0.38,2020,1,1,308.39,9.65,1,1
55.90016,-124.85568,304.7,0.39,0.36,1029,1,1,274.51,1.43,0,1
53.52893,-113.38762,300.3,0.34,0.56,849,1,1,283.97,0.58,0,1
62.24329,-113.83103,296.52,0.42,0.38,1027,1,1,284.17,0.65,0,1
58.47345,-118.36948,321.12,0.55,0.68,847,1,1,287.94,3.38,0,1
58.68079,-121.06159,367.0,0.38,0.36,1028,1,2,304.5,15.36,0,1
58.43319,-118.5246,301.9,0.4,0.37,1028,1,1,287.48,3.59,0,1
58.56124,-118.25329,349.69,0.4,0.37,1028,1,1,302.9,5.34,0,1
58.77433,-121.58506,310.55,0.38,0.36,1028,1,1,281.6,6.75,0,1
58.23831,-118.66965,355.95,0.4,0.37,1028,1,1,304.19,15.39,0,1
58.68937,-118.19634,340.0,0.4,0.37,1028,1,1,298.89,7.43,0,1
59.29605,-121.32191,317.83,0.51,0.66,1208,1,1,282.82,8.5,0,1
58.72635,-121.69721,347.15,0.38,0.36,1028,1,1,294.02,7.53,0,1
58.59918,-118.3991,367.0,0.4,0.37,1028,1,2,316.07,22.57,0,1
58.73058,-121.11214,319.88,0.55,0.68,1208,1,1,284.48,8.45,0,1
59.58757,-114.45509,307.91,0.73,0.76,1207,1,1,287.92,4.16,0,1
58.2712,-118.53964,311.19,0.56,0.69,848,1,1,290.48,2.3,0,1
58.58347,-121.60313,348.94,0.38,0.36,1028,1,1,297.1,3.95,0,1
58.20692,-120.31779,312.38,0.64,0.72,848,1,1,287.0,3.21,0,1
57.49209,-120.43169,325.43,0.58,0.7,2201,1,1,288.59,4.86,1,1
58.49392,-118.32054,347.83,0.4,0.37,1028,1,1,299.94,9.87,0,1
58.87914,-120.97082,344.38,0.38,0.36,1028,1,1,296.85,5.63,0,1
58.25533,-119.5071,326.83,0.39,0.36,1028,1,1,295.24,2.4,0,1
54.77434,-123.72678,298.64,0.38,0.36,1030,1,1,273.99,0.88,0,1
58.51848,-118.23663,328.12,0.4,0.37,1028,1,1,292.07,2.48,0,1
58.13352,-120.36227,334.84,0.39,0.36,1029,1,1,290.96,6.0,0,1
58.68757,-121.08836,347.33,0.55,0.68,1208,1,1,290.31,8.9,0,1
58.21115,-118.68224,298.84,0.67,0.74,1208,1,1,284.54,2.81,0,1
58.48834,-118.36903,349.29,0.4,0.37,1028,1,1,300.86,9.93,0,1
58.23468,-119.49156,334.05,0.39,0.36,1028,1,1,295.07,15.57,0,1
58.68702,-120.81781,318.12,0.38,0.36,1028,1,1,290.79,2.21,0,1
57.08391,-100.28752,330.51,0.37,0.58,2019,1,1,297.27,8.85,1,1
58.62343,-121.62103,323.38,0.53,0.67,1208,1,1,281.58,6.73,0,1
58.72321,-121.10689,355.91,0.38,0.36,1028,1,1,323.65,24.58,0,1
59.50833,-114.19429,300.26,0.39,0.59,847,1,1,286.75,1.75,0,1
58.50174,-118.23327,313.97,0.54,0.68,847,1,1,288.23,3.95,0,1
58.65387,-120.21903,339.86,0.64,0.72,847,1,1,285.71,3.53,0,1
58.31314,-119.51909,313.19,0.6,0.71,848,1,1,289.26,8.37,0,1
58.11417,-119.91875,313.87,0.63,0.72,1208,1,1,284.01,3.24,0,1
58.68217,-121.50441,322.35,0.38,0.36,1028,1,1,285.2,2.76,0,1
58.79892,-120.78773,301.81,0.55,0.68,1208,1,1,282.91,1.61,0,1
59.47219,-121.2962,339.38,0.38,0.36,1028,1,1,287.47,5.0,0,1
59.60726,-114.4139,351.24,0.73,0.76,1207,1,1,294.06,18.16,0,1
58.64687,-118.10529,354.92,0.4,0.37,1028,1,1,302.88,10.42,0,1
58.46445,-121.65829,327.98,0.72,0.75,847,1,1,287.33,7.31,0,1
58.97683,-120.69936,309.56,0.38,0.36,1028,1,1,282.85,1.37,0,1
55.95061,-103.68376,353.22,0.47,0.4,848,1,1,313.29,22.35,0,1
58.68642,-120.49243,319.35,0.39,0.36,1028,1,1,285.17,2.93,0,1
58.40062,-121.78383,296.15,0.38,0.36,1029,1,1,279.52,1.45,0,1
59.57684,-113.05574,321.9,0.36,0.57,847,1,1,289.2,4.76,0,1
58.55313,-118.13144,350.36,0.4,0.37,1028,1,1,305.25,6.87,0,1
56.20815,-101.74712,367.0,0.32,0.55,2019,1,2,355.36,72.66,1,1
58.76195,-118.0863,367.0,0.54,0.68,847,1,2,294.9,41.46,0,1
61.19636,-111.96971,342.1,0.5,0.41,2021,1,1,295.3,5.42,1,1
57.76014,-121.03755,314.12,0.39,0.36,1029,1,1,285.43,1.72,0,1
59.52637,-113.04533,303.82,0.49,0.4,1028,1,1,285.01,3.12,0,1
58.62922,-118.20686,308.02,0.4,0.37,1028,1,1,289.42,2.18,0,1
59.15388,-120.46183,333.69,0.54,0.68,1208,1,1,284.92,4.77,0,1
59.36586,-123.13734,330.14,0.47,0.64,2202,1,1,288.15,7.83,1,1
59.74265,-115.29398,306.33,0.69,0.74,1207,1,1,288.24,2.91,0,1
58.29364,-120.65214,351.81,0.39,0.36,1029,1,1,296.07,11.24,0,1
58.71045,-121.4388,343.44,0.38,0.36,1028,1,1,292.31,4.3,0,1
58.56137,-120.87717,355.58,0.67,0.74,847,1,1,277.52,20.84,0,1
59.61073,-114.32619,352.59,0.42,0.38,2020,1,1,305.02,9.05,1,1
59.35809,-115.78235,319.15,0.43,0.38,1028,1,1,284.91,1.88,0,1
58.72111,-120.60626,319.3,0.56,0.69,1208,1,1,283.35,5.86,0,1
59.60258,-114.47681,348.9,0.45,0.39,1028,1,1,302.52,5.74,0,1
59.34646,-121.65799,321.27,0.39,0.36,1028,1,1,288.0,3.07,0,1
59.55827,-113.93793,300.3,0.75,0.77,1207,1,1,280.08,1.44,0,1
58.64225,-121.07711,354.36,0.38,0.36,1028,1,1,302.97,7.34,0,1
60.21034,-112.43513,343.32,0.47,0.4,2021,1,1,300.07,44.79,1,1
58.38001,-120.31131,340.9,0.39,0.36,1028,1,1,296.09,3.46,0,1
58.70987,-120.13591,320.87,0.39,0.36,1028,1,1,286.45,6.07,0,1
58.55618,-118.38592,353.3,0.55,0.68,847,1,1,290.17,38.21,0,1
54.57117,-123.3409,295.96,0.38,0.36,1030,1,1,278.38,0.59,0,1
62.13424,-113.70705,303.92,0.42,0.38,1027,1,1,284.9,1.25,0,1
58.37057,-120.48637,310.06,0.39,0.36,1028,1,1,287.29,3.22,0,1
59.50203,-112.11366,322.1,0.33,0.55,847,1,1,291.46,2.0,0,1
56.91337,-119.44833,354.16,0.4,0.37,1029,1,1,285.41,6.28,0,1
57.67973,-120.4968,334.44,0.39,0.36,1029,1,1,330.61,98.24,0,1
57.75987,-114.78893,316.24,0.41,0.6,848,1,1,286.74,3.94,0,1
59.32499,-122.89184,310.11,0.39,0.36,1028,1,1,272.54,2.94,0,1
59.78682,-115.26287,316.38,0.43,0.38,1028,1,1,291.25,3.17,0,1
59.22565,-112.97065,295.26,0.35,0.57,847,1,1,282.65,0.4,0,1
59.72824,-114.32798,305.68,0.4,0.6,847,1,1,283.15,1.92,0,1
59.72943,-119.63258,296.61,0.39,0.36,1028,1,1,280.97,0.91,0,1
58.08104,-119.8515,316.95,0.39,0.36,1029,1,1,288.12,3.63,0,1
58.7748,-118.01273,332.43,0.53,0.67,847,1,1,288.32,105.5,0,1
58.68655,-121.43832,317.64,0.7,0.75,847,1,1,284.65,4.11,0,1
59.41872,-115.76221,332.4,0.43,0.38,1028,1,1,286.56,1.9,0,1
58.70908,-118.14529,317.63,0.4,0.37,1028,1,1,292.39,2.36,0,1
59.67677,-114.32505,350.97,0.46,0.39,1028,1,1,309.61,64.58,0,1
59.77844,-115.27818,315.25,0.43,0.38,1028,1,1,290.14,26.95,0,1
59.36534,-121.30183,347.98,0.38,0.36,1028,1,1,292.45,7.03,0,1
60.23011,-118.11701,304.5,0.39,0.36,1028,1,1,285.28,1.92,0,1
58.78498,-120.67697,327.59,0.56,0.69,1208,1,1,285.69,6.31,0,1
58.57772,-118.20462,321.42,0.4,0.37,1028,1,1,293.74,2.04,0,1
60.31191,-117.78902,297.04,0.56,0.69,1208,1,1,283.19,3.15,0,1
59.56768,-113.08112,355.01,0.79,0.78,1207,1,1,288.02,13.02,0,1
59.37512,-121.27441,336.6,0.38,0.36,1028,1,1,288.7,3.64,0,1
57.54126,-120.39218,331.74,0.65,0.73,1208,1,1,286.79,5.92,0,1
58.33215,-120.62898,327.19,0.39,0.36,1029,1,1,288.91,8.76,0,1
59.38403,-121.37701,344.75,0.38,0.36,1028,1,1,294.84,3.68,0,1
59.65434,-114.44234,345.05,0.45,0.39,1028,1,1,301.03,5.27,0,1
59.40091,-111.31321,329.44,0.49,0.4,2020,1,1,297.49,6.24,1,1
58.5628,-118.37675,331.65,0.55,0.68,847,1,1,292.17,34.67,0,1
58.24884,-119.43609,367.0,0.6,0.71,848,1,2,297.19,41.79,0,1
58.10731,-113.509,307.82,0.52,0.41,1028,1,1,287.21,1.18,0,1
59.54647,-114.23447,295.55,0.46,0.39,1028,1,1,282.1,0.9,0,1
57.67358,-120.36726,367.0,0.39,0.36,1029,1,2,349.45,111.99,0,1
58.60789,-118.36948,329.72,0.55,0.68,847,1,1,293.12,6.79,0,1
58.68371,-120.8555,307.34,0.56,0.69,1208,1,1,284.03,4.99,0,1
58.08114,-119.75546,305.72,0.63,0.72,1208,1,1,283.03,4.9,0,1
59.36354,-121.54015,351.91,0.39,0.36,1028,1,1,294.92,11.51,0,1
59.60528,-113.05576,315.38,0.36,0.57,847,1,1,287.72,7.39,0,1
58.94459,-120.88203,350.14,0.38,0.36,1028,1,1,303.22,7.83,0,1
58.64847,-120.86215,323.72,0.38,0.36,1028,1,1,289.44,4.45,0,1
60.00072,-115.969,333.41,0.42,0.38,1028,1,1,287.8,3.84,0,1
58.0477,-113.39021,339.25,0.52,0.42,1028,1,1,293.27,13.17,0,1
58.21384,-119.74763,313.86,0.39,0.36,1029,1,1,287.91,4.7,0,1
58.58804,-118.02464,367.0,0.41,0.37,1028,1,2,318.32,19.3,0,1
59.58977,-111.69684,345.38,0.48,0.4,2020,1,1,315.03,141.23,1,1
59.64978,-114.49804,356.92,0.39,0.59,1840,1,0,300.18,9.75,1,1
61.02404,-111.51125,328.54,0.57,0.52,1841,1,1,293.51,5.83,1,1
59.41109,-121.33268,337.37,0.38,0.36,1028,1,1,289.04,6.4,0,1
59.5694,-115.55348,367.0,0.44,0.62,847,1,2,288.79,5.37,0,1
57.57554,-120.40623,342.84,0.39,0.36,1029,1,1,300.08,4.51,0,1
61.12506,-112.39285,367.0,0.35,0.56,847,1,2,290.88,134.82,0,1
59.56903,-121.87469,317.39,0.48,0.65,1208,1,1,272.63,2.19,0,1
58.13349,-113.38694,367.0,0.36,0.57,848,1,2,297.15,13.95,0,1
61.01196,-111.3953,331.95,0.51,0.41,2021,1,1,300.33,9.29,1,1
61.04829,-112.21264,313.9,0.47,0.4,1027,1,1,289.29,5.23,0,1
55.94194,-104.41142,344.32,0.5,0.41,848,1,1,293.47,5.89,0,1
58.72011,-121.05753,344.78,0.55,0.68,1208,1,1,288.11,51.35,0,1
58.41217,-118.50906,332.33,0.4,0.37,1028,1,1,295.58,5.98,0,1
58.74313,-118.16816,321.3,0.65,0.73,1208,1,1,289.56,6.9,0,1
59.62023,-114.40771,367.0,0.4,0.6,847,1,2,297.9,46.37,0,1
56.36271,-108.99971,326.02,0.53,0.42,2019,1,1,294.35,7.09,1,1
58.56927,-118.39462,339.11,0.55,0.68,847,1,1,290.8,45.18,0,1
58.36722,-120.57818,307.35,0.59,0.7,1208,1,1,283.65,7.38,0,1
58.42617,-120.56538,301.36,0.39,0.36,1028,1,1,286.66,0.67,0,1
59.71366,-119.62351,339.45,0.38,0.36,2021,1,1,290.62,6.33,1,1
58.78054,-120.77501,349.88,0.38,0.36,1028,1,1,301.09,10.32,0,1
58.36269,-120.4879,319.25,0.59,0.7,1208,1,1,281.34,8.05,0,1
58.39717,-118.46722,308.5,0.4,0.37,1028,1,1,289.57,2.15,0,1
59.22568,-113.59098,297.86,0.48,0.4,1028,1,1,284.37,0.78,0,1
58.38336,-119.37552,308.69,0.39,0.36,1028,1,1,289.78,1.29,0,1
58.56983,-121.69514,320.66,0.38,0.36,1028,1,1,287.07,2.47,0,1
58.3273,-119.33425,367.0,0.59,0.7,847,1,2,291.47,41.72,0,1
59.4613,-121.33352,312.06,0.5,0.66,1208,1,1,279.66,5.79,0,1
59.40857,-113.13294,310.42,0.49,0.4,1028,1,1,285.58,3.44,0,1
58.14528,-119.68801,301.25,0.61,0.71,848,1,1,286.16,6.84,0,1
61.15304,-112.3349,298.32,0.68,0.74,1207,1,1,285.98,9.81,0,1
58.36805,-118.48676,321.85,0.4,0.37,1028,1,1,293.57,2.0,0,1
59.50439,-114.02009,312.48,0.39,0.59,847,1,1,287.27,1.47,0,1
58.31879,-119.39527,340.31,0.39,0.36,1028,1,1,296.01,5.61,0,1
58.66172,-120.66335,324.88,0.38,0.36,1028,1,1,283.43,1.81,0,1
61.03441,-112.33353,367.0,0.47,0.4,1027,1,2,306.49,17.22,0,1
55.97181,-104.40182,331.24,0.5,0.41,848,1,1,289.94,3.16,0,1
58.25402,-120.39509,302.42,0.39,0.36,1029,1,1,285.96,0.93,0,1
59.27326,-122.90466,329.35,0.39,0.36,1028,1,1,277.2,5.14,0,1
60.27431,-118.00079,308.72,0.39,0.36,1028,1,1,285.08,1.91,0,1
59.77565,-115.20775,347.85,0.43,0.62,847,1,1,290.57,124.13,0,1
59.5242,-115.22682,336.87,0.41,0.37,2020,1,1,297.21,4.1,1,1
59.43592,-121.5148,327.55,0.4,0.37,2021,1,1,291.42,7.09,1,1
59.578,-114.51293,324.52,0.45,0.39,1028,1,1,289.8,4.4,0,1
59.32803,-112.83208,307.07,0.5,0.41,1028,1,1,281.89,4.2,0,1
59.37354,-112.90305,298.42,0.45,0.39,2020,1,0,303.31,25.0,1,1
57.60175,-120.59348,336.89,0.66,0.73,848,1,1,286.87,29.34,0,1
58.58455,-118.2482,312.55,0.54,0.68,847,1,1,289.53,4.18,0,1
58.71631,-118.12528,330.73,0.4,0.37,1028,1,1,294.13,3.66,0,1
58.70011,-118.29381,337.16,0.4,0.37,1028,1,1,295.51,7.64,0,1
59.56937,-121.81744,367.0,0.39,0.36,1028,1,2,302.11,14.38,0,1
58.22691,-119.46782,311.06,0.39,0.36,1028,1,1,289.51,1.98,0,1
58.23945,-120.71907,332.23,0.39,0.36,1029,1,1,292.75,4.79,0,1
58.18493,-120.73064,339.0,0.39,0.36,1029,1,1,294.45,5.37,0,1
58.71836,-121.10238,367.0,0.68,0.74,847,1,2,288.96,31.76,0,1
60.79743,-119.40749,301.2,0.38,0.36,1028,1,1,281.01,1.37,0,1
58.0406,-119.6775,347.85,0.61,0.71,848,1,1,307.91,49.12,0,1
59.64001,-115.8465,347.78,0.45,0.63,847,1,1,291.19,4.4,0,1
58.84106,-120.48763,355.9,0.56,0.69,1208,1,1,289.3,13.72,0,1
58.43441,-118.39115,303.85,0.55,0.68,847,1,1,286.02,3.47,0,1
60.98732,-112.40659,352.59,0.6,0.53,1841,1,1,295.18,16.16,1,1
56.18296,-108.07603,328.15,0.57,0.43,2019,1,1,294.53,8.86,1,1
58.29331,-119.43459,315.8,0.63,0.72,1208,1,1,285.81,6.16,0,1
57.99992,-119.82496,296.35,0.39,0.36,1029,1,1,278.03,1.51,0,1
59.68307,-114.36809,354.46,0.73,0.76,1207,1,1,298.0,18.64,0,1
58.1452,-119.35603,297.84,0.6,0.7,848,1,1,285.9,2.5,0,1
58.51019,-118.36912,355.66,0.4,0.37,1028,1,1,303.23,10.58,0,1
58.14267,-119.7283,351.5,0.39,0.36,1029,1,1,303.87,6.35,0,1
58.6665,-118.22633,316.44,0.65,0.73,1208,1,1,288.69,5.87,0,1
59.27102,-112.85136,306.81,0.35,0.57,847,1,1,283.94,1.31,0,1
60.98602,-112.38532,345.86,0.47,0.4,1027,1,1,298.75,6.16,0,1
59.65252,-114.36917,329.56,0.42,0.38,2020,1,1,295.39,3.71,1,1
59.50332,-114.11897,298.88,0.75,0.77,1207,1,1,285.43,2.01,0,1
58.71536,-121.42857,297.81,0.7,0.75,847,1,1,281.93,2.52,0,1
60.06874,-115.86711,307.22,0.42,0.38,1028,1,1,287.22,0.76,0,1
58.24748,-120.13311,305.52,0.63,0.72,848,1,1,286.41,6.37,0,1
58.09206,-119.73097,336.69,0.39,0.36,1029,1,1,304.98,14.76,0,1
57.57056,-120.41821,305.75,0.64,0.72,1208,1,1,284.01,3.05,0,1
54.47418,-125.15034,312.88,0.39,0.36,1030,1,1,279.52,1.37,0,1
61.08677,-112.40182,327.09,0.59,0.53,1841,1,1,292.65,11.41,1,1
58.69913,-120.63358,353.34,0.38,0.36,1028,1,1,294.76,22.53,0,1
58.29601,-119.28738,300.7,0.39,0.36,1028,1,1,287.64,2.03,0,1
59.36277,-123.13427,327.89,0.39,0.37,1028,1,1,285.16,3.22,0,1
58.98925,-114.58202,327.15,0.4,0.6,847,1,1,286.58,4.5,0,1
59.32013,-121.79613,327.99,0.39,0.36,1028,1,1,285.54,2.96,0,1
58.70864,-120.08671,343.55,0.39,0.36,1028,1,1,288.54,9.13,0,1
59.99839,-115.99546,346.69,0.42,0.38,1028,1,1,298.46,7.48,0,1
55.95088,-104.39903,332.02,0.52,0.5,1839,1,1,295.64,8.74,1,1
58.75687,-120.84592,367.0,0.38,0.36,1028,1,2,362.28,66.87,0,1
58.13067,-119.68732,301.88,0.63,0.72,1208,1,1,281.76,3.67,0,1
59.33253,-121.7578,330.07,0.49,0.65,1208,1,1,273.99,4.6,0,1
59.34211,-122.96271,348.54,0.39,0.36,1028,1,1,283.62,5.3,0,1
60.78919,-119.41724,301.09,0.49,0.65,1208,1,1,276.54,1.43,0,1
58.80356,-118.02718,353.07,0.4,0.37,1028,1,1,293.69,21.45,0,1
58.50012,-121.48991,367.0,0.38,0.36,1029,1,2,305.54,17.51,0,1
59.31689,-122.9837,296.07,0.39,0.36,1028,1,1,276.19,0.83,0,1
59.26977,-122.85574,296.64,0.39,0.36,1028,1,1,271.42,1.45,0,1
58.13624,-119.73235,367.0,0.39,0.36,1029,1,2,313.98,13.19,0,1
59.64898,-116.21854,296.59,0.66,0.73,1208,1,1,283.91,1.66,0,1
58.68,-120.04947,302.26,0.63,0.72,847,1,1,285.69,6.88,0,1
60.22741,-118.35522,303.94,0.39,0.36,1028,1,1,286.33,0.88,0,1
58.03646,-119.67729,348.87,0.61,0.71,848,1,1,295.82,94.15,0,1
58.37558,-120.56627,304.46,0.66,0.73,847,1,1,285.98,3.78,0,1
58.71233,-121.077,367.0,0.68,0.74,847,1,2,290.87,54.78,0,1
58.23289,-121.71303,303.28,0.38,0.36,1029,1,1,284.91,1.85,0,1
59.38742,-113.08395,304.44,0.36,0.57,847,1,1,282.88,4.45,0,1
57.65921,-120.37696,336.45,0.39,0.36,1029,1,1,298.13,116.83,0,1
58.54629,-121.80656,346.72,0.38,0.36,1029,1,1,294.2,4.14,0,1
58.05704,-119.66095,335.46,0.39,0.36,2020,1,1,288.85,3.6,1,1
59.63496,-114.12506,305.29,0.74,0.76,1207,1,1,284.69,2.56,0,1
59.57339,-113.05247,313.42,0.49,0.4,1028,1,1,287.51,4.23,0,1
59.18422,-113.58842,301.25,0.48,0.4,1028,1,1,283.6,10.79,0,1
61.13495,-112.35899,341.2,0.68,0.74,1207,1,1,298.67,68.42,0,1
61.02679,-112.40894,357.44,0.47,0.4,1027,1,1,308.21,31.6,0,1
58.6831,-120.90137,311.77,0.56,0.68,1208,1,1,284.17,3.14,0,1
58.24109,-119.35428,327.4,0.6,0.7,848,1,1,291.49,7.33,0,1
61.0241,-111.51776,327.36,0.51,0.41,2021,1,1,272.23,8.29,1,1
58.38093,-120.41358,306.6,0.65,0.73,847,1,1,287.29,4.39,0,1
58.45147,-118.19189,316.22,0.54,0.68,847,1,1,287.58,10.56,0,1
60.98665,-111.3649,301.69,0.5,0.41,1027,1,1,284.46,0.98,0,1
58.15218,-119.45784,319.98,0.39,0.36,1029,1,1,289.47,2.08,0,1
59.08937,-114.05868,297.55,0.47,0.4,1028,1,1,282.9,2.22,0,1
58.40487,-118.46947,322.58,0.4,0.37,1028,1,1,292.69,5.0,0,1
58.77512,-120.80661,347.56,0.38,0.36,1028,1,1,302.17,5.49,0,1
58.58121,-118.41753,304.29,0.55,0.68,847,1,1,286.32,3.37,0,1
58.70771,-120.59999,367.0,0.38,0.36,1028,1,2,300.39,24.53,0,1
61.23139,-110.80923,343.5,0.54,0.42,2021,1,1,285.08,63.69,1,1
58.62646,-118.19961,303.74,0.66,0.73,1208,1,1,286.53,2.83,0,1
59.29879,-121.63687,319.82,0.5,0.66,1208,1,1,282.58,5.02,0,1
60.25048,-111.16597,330.65,0.51,0.41,2021,1,1,293.74,10.07,1,1
58.70211,-120.75921,331.31,0.38,0.36,1028,1,1,291.33,3.08,0,1
59.33628,-121.58454,341.92,0.71,0.75,847,1,1,287.44,23.82,0,1
59.41618,-121.50246,329.33,0.39,0.36,1028,1,1,285.6,14.27,0,1
58.94418,-120.93551,326.01,0.54,0.68,1208,1,1,285.77,7.52,0,1
60.14305,-112.30002,310.5,0.34,0.56,847,1,1,287.78,0.59,0,1
59.61453,-110.75465,339.82,0.61,0.53,1840,1,1,298.92,59.71,1,1
58.64484,-118.01633,354.86,0.41,0.37,1028,1,1,309.25,37.02,0,1
58.22918,-119.48072,348.21,0.39,0.36,1028,1,1,299.56,4.99,0,1
56.04219,-103.63821,298.46,0.47,0.4,848,1,1,283.03,1.33,0,1
58.68626,-121.03014,367.0,0.38,0.36,1028,1,2,342.82,256.77,0,1
61.09115,-112.29633,350.21,0.69,0.74,1207,1,1,290.52,13.77,0,1
58.24736,-121.76036,354.49,0.38,0.36,1029,1,1,299.36,8.29,0,1
59.09668,-120.44727,347.15,0.38,0.36,1028,1,1,286.57,5.68,0,1
58.9918,-120.68311,313.0,0.38,0.36,1028,1,1,283.02,2.57,0,1
58.87164,-120.52071,367.0,0.38,0.36,1028,1,2,310.74,16.58,0,1
58.76496,-118.01614,367.0,0.4,0.37,1028,1,2,305.47,18.03,0,1
58.35897,-119.41993,328.43,0.39,0.36,1028,1,1,292.05,4.06,0,1
59.13326,-114.43731,295.77,0.4,0.6,847,1,1,281.56,0.75,0,1
58.67599,-120.63834,342.03,0.56,0.69,1208,1,1,286.12,12.44,0,1
60.71159,-112.09399,308.85,0.49,0.4,1027,1,1,285.83,1.82,0,1
58.27226,-120.30328,299.83,0.6,0.71,1208,1,1,283.3,3.47,0,1
58.3184,-120.11584,340.79,0.39,0.36,1028,1,1,294.18,3.54,0,1
59.11779,-114.03459,305.73,0.39,0.59,847,1,1,284.57,3.59,0,1
59.51179,-113.0744,301.68,0.49,0.4,1028,1,1,285.13,3.15,0,1
59.62022,-114.3008,325.94,0.46,0.39,1028,1,1,288.86,6.95,0,1
61.0005,-112.1289,344.58,0.49,0.4,2021,1,1,296.02,7.17,1,1
57.59417,-120.42935,298.08,0.65,0.73,848,1,1,285.15,4.15,0,1
60.2616,-117.99112,314.37,0.56,0.69,1208,1,1,285.37,4.47,0,1
61.0406,-112.23018,352.37,0.49,0.4,2021,1,1,299.64,7.57,1,1
58.62914,-118.04973,332.23,0.4,0.37,1028,1,1,293.0,6.07,0,1
59.36316,-121.58349,347.63,0.39,0.36,1028,1,1,292.3,7.27,0,1
54.5455,-123.58501,339.66,0.38,0.36,1030,1,1,280.23,4.15,0,1
59.33814,-121.3755,327.07,0.38,0.36,1028,1,1,286.37,4.66,0,1
59.2808,-113.65487,329.96,0.43,0.38,2020,1,1,298.14,4.91,1,1
57.80238,-120.70731,307.15,0.39,0.36,1029,1,1,283.25,3.2,0,1
61.1623,-112.3698,351.67,0.59,0.53,1841,1,1,307.79,66.67,1,1
58.47337,-121.49837,304.21,0.38,0.36,1029,1,1,283.78,2.04,0,1
58.74838,-120.71355,322.39,0.56,0.69,1208,1,1,284.11,7.07,0,1
59.09112,-114.02132,344.93,0.39,0.59,847,1,1,291.78,3.95,0,1
59.50739,-113.07471,298.71,0.36,0.57,847,1,1,285.87,1.6,0,1
58.63659,-118.20424,321.45,0.54,0.68,847,1,1,290.29,4.28,0,1
58.59093,-121.60742,326.18,0.71,0.75,847,1,1,286.38,6.4,0,1
58.41861,-118.4454,308.05,0.4,0.37,1028,1,1,289.33,3.12,0,1
58.9421,-114.67719,367.0,0.42,0.61,1840,1,2,294.39,11.24,1,1
59.65332,-114.34478,333.75,0.46,0.39,1028,1,1,292.5,7.81,0,1
59.43329,-121.36268,314.11,0.38,0.36,1028,1,1,281.83,2.06,0,1
57.26669,-121.60585,315.13,0.38,0.36,1029,1,1,282.48,3.31,0,1
59.32602,-123.27743,351.8,0.4,0.37,1028,1,1,296.69,9.06,0,1
58.66171,-121.02338,354.75,0.38,0.36,1028,1,1,309.23,40.26,0,1
60.73584,-117.23646,320.84,0.4,0.37,1028,1,1,285.38,3.84,0,1
58.48148,-121.54969,332.87,0.38,0.36,1029,1,1,288.22,4.71,0,1
59.00955,-120.83624,330.33,0.38,0.36,1028,1,1,287.2,2.58,0,1
59.61152,-121.89284,305.15,0.48,0.64,1208,1,1,273.25,3.05,0,1
59.64483,-114.41779,367.0,0.4,0.6,847,1,2,290.06,12.92,0,1
59.58221,-120.0715,298.58,0.38,0.36,1028,1,1,277.39,2.87,0,1
58.07281,-113.41014,325.63,0.42,0.61,1840,1,1,293.98,31.72,1,1
58.62466,-121.04414,320.8,0.55,0.68,1208,1,1,281.94,5.15,0,1
58.62566,-121.53666,346.18,0.38,0.36,1028,1,1,297.03,6.03,0,1
58.1755,-119.39164,304.51,0.64,0.72,1208,1,1,284.3,3.95,0,1
59.66517,-114.19294,315.46,0.39,0.59,847,1,1,290.63,6.73,0,1
59.64928,-115.80295,295.52,0.67,0.74,1208,1,1,285.29,4.98,0,1
59.02087,-109.56226,330.95,0.55,0.42,2020,1,1,296.5,2.45,1,1
60.95335,-112.34871,302.1,0.7,0.75,1207,1,1,286.78,2.66,0,1
58.5462,-118.36701,353.58,0.4,0.37,1028,1,1,304.87,15.0,0,1
58.42052,-118.36359,314.65,0.67,0.73,1208,1,1,288.13,5.5,0,1
61.00622,-112.13411,315.25,0.48,0.4,1027,1,1,289.39,1.62,0,1
58.61884,-120.75975,303.55,0.38,0.36,1028,1,1,285.11,1.16,0,1
59.59106,-114.30743,332.39,0.4,0.6,847,1,1,290.24,2.33,0,1
58.28688,-120.23804,306.12,0.6,0.71,1208,1,1,283.03,4.63,0,1
57.18369,-121.80054,345.94,0.38,0.36,1029,1,1,287.84,3.59,0,1
